Word	Label	Book	Chapter	Line
قائلا	3	9	4	22
:	3	9	4	22
يا	3	9	4	22
للمسكينة	3	9	4	22
!	3	9	4	22

لقد	3	9	4	22
غلبها	3	9	4	22
الفتى	3	9	4	22
على	3	9	4	22
أمرها	3	9	4	22
،	3	9	4	22

ولكن	3	9	4	22
لا	3	9	4	22
بأس	4	9	4	22
،	3	9	4	22

فسيذهب	3	9	4	22
من	3	9	4	22
وجهها	3	9	4	22
بعد	3	9	4	22
ساعات	3	9	4	22
فلن	3	9	4	22
تراه	3	9	4	22
بعد	3	9	4	22
،	3	9	4	22

وتنجو	3	9	4	22
الشاة	4	9	4	22
من	3	9	4	22
سكين	3	9	4	22
الجزار	3	9	4	22
!	3	9	4	22

ولكن	3	9	4	23
صوت	3	9	4	23
سيده	3	9	4	23
لم	3	9	4	23
يلبث	4	9	4	23
أن	3	9	4	23
رده	3	9	4	23
إلى	3	9	4	23
فكر	3	9	4	23
جديد	3	9	4	23
حين	3	9	4	23
سمعه	3	9	4	23
يقول	3	9	4	23
:	3	9	4	23
اسمعي	3	9	4	23
يا	3	9	4	23
مصرباي	3	9	4	23
!	3	9	4	23

ستكونين	3	9	4	23
يا	3	9	4	23
ابنتي	3	9	4	23
منذ	3	9	4	23
اليوم	3	9	4	23
تحت	3	9	4	23
يد	3	9	4	23
صديقي	3	9	4	23
جاني	3	9	4	23
باي	3	9	4	23
،	3	9	4	23

وستصحبينه	3	9	4	23
في	3	9	4	23
رحلته	3	9	4	23
غدا	3	9	4	23
إلى	3	9	4	23
القاهرة	3	9	4	23
،	3	9	4	23

حيث	3	9	4	23
أرجو	3	9	4	23
لك	3	9	4	23
أيتها	3	9	4	23
العروس	3	9	4	23
الصغيرة	3	9	4	23
حظا	3	9	4	23
سعيدا	3	9	4	23
…	3	9	4	23

ثم	3	9	4	24
صمت	3	9	4	24
برهة	3	9	4	24
ونظر	3	9	4	24
إلى	3	9	4	24
طومان	3	9	4	24
وخشقدم	3	9	4	24
،	3	9	4	24

فإذا	4	9	4	24
في	3	9	4	24
أعينهما	3	9	4	24
سؤال	3	9	4	24
حائر	3	9	4	24
،	3	9	4	24

فأردف	4	9	4	24
قائلا	3	9	4	24
:	3	9	4	24
أما	3	9	4	24
أنتما	3	9	4	24
يا	3	9	4	24
طومان	3	9	4	24
وخشقدم	3	9	4	24
فستبقيان	3	9	4	24
هنا	3	9	4	24
في	3	9	4	24
حلب	3	9	4	24
…	3	9	4	24

ولعل	3	9	4	24
القدر	3	9	4	24
يهيئ	3	9	4	24
لكما	3	9	4	24
فرصة	3	9	4	24
سعيدة	3	9	4	24
في	3	9	4	24
صحبة	3	9	4	24
قنصوه	3	9	4	24
الغوري	3	9	4	24
نائب	3	9	4	24
قلعة	3	9	4	24
حلب	3	9	4	24
.	3	9	4	24

إنه	3	9	4	24
في	3	9	4	24
حاجة	3	9	4	24
إلى	3	9	4	24
رجل	3	9	4	24
صغير	3	9	4	24
مثلك	3	9	4	24
يا	3	9	4	24
طومان	3	9	4	24
،	3	9	4	24

يعتمد	3	9	4	24
عليه	3	9	4	24
في	3	9	4	24
مهماته	3	9	4	24
،	3	9	4	24

وإنك	3	9	4	24
في	3	9	4	24
حاجة	3	9	4	24
إلى	3	9	4	24
أمير	3	9	4	24
قوي	3	9	4	24
مثل	3	9	4	24
الغوري	3	9	4	24
يهيئ	3	9	4	24
لك	3	9	4	24
السبيل	3	9	4	24
إلى	3	9	4	24
الإمارة	3	9	4	24
…	3	9	4	24

وستجد	3	9	4	24
صديقا	3	9	4	24
لطيف	3	9	4	24
المعشر	4	9	4	24
في	3	9	4	24
زميلك	3	9	4	24
خشقدم	3	9	4	24
…	3	9	4	24

عبس	3	9	4	25
خشقدم	3	9	4	25
حين	3	9	4	25
رأى	3	9	4	25
منزلته	4	9	4	25
في	3	9	4	25
حديث	3	9	4	25
مولاه	3	9	4	25
دون	4	9	4	25
منزلة	4	9	4	25
صاحبه	3	9	4	25
،	3	9	4	25

أما	3	9	4	25
طومان	3	9	4	25
فلم	3	9	4	25
يفكر	3	9	4	25
وقتئذ	3	9	4	25
إلا	3	9	4	25
في	3	9	4	25
أمر	3	9	4	25
واحد	3	9	4	25
،	3	9	4	25

هو	3	9	4	25
أمر	3	9	4	25
صديقته	3	9	4	25
الصغيرة	3	9	4	25
مصرباي	3	9	4	25
التي	3	9	4	25
حيل	4	9	4	25
بينه	3	9	4	25
وبين	3	9	4	25
حمايتها	3	9	4	25
من	3	9	4	25
ذلك	3	9	4	25
الذئب	3	9	4	25
،	3	9	4	25

فصاح	3	9	4	25
محتجا	5	9	4	25
:	3	9	4	25
سيدي	3	9	4	25
…	3	9	4	25

قال	3	9	4	26
جقمق	3	9	4	26
غاضبا	3	9	4	26
:	3	9	4	26
صه	5	9	4	26
!	3	9	4	26

لقد	3	9	4	26
عقدت	3	9	4	26
الصفقة	4	9	4	26
ولا	3	9	4	26
سبيل	3	9	4	26
إلى	3	9	4	26
الرجوع	3	9	4	26
بعد	3	9	4	26
!	3	9	4	26

وكان	3	9	4	27
خاير	3	9	4	27
بن	3	9	4	27
ملباي	3	9	4	27
لا	3	9	4	27
يزال	3	9	4	27
يتمشى	4	9	4	27
ثقيل	3	9	4	27
الخطو	4	9	4	27
عند	3	9	4	27
باب	3	9	4	27
الغرفة	3	9	4	27
التي	3	9	4	27
يتحدث	3	9	4	27
فيها	3	9	4	27
جقمق	3	9	4	27
إلى	3	9	4	27
غلمانه	3	9	4	27
،	3	9	4	27

ولكن	3	9	4	27
أمارات	3	9	4	27
القلق	3	9	4	27
واللهفة	4	9	4	27
كانت	3	9	4	27
قد	3	9	4	27
زالت	3	9	4	27
عن	3	9	4	27
وجه	3	9	4	27
مصرباي	3	9	4	27
،	3	9	4	27

ورفت	5	9	4	27
على	3	9	4	27
شفتيها	3	9	4	27
ابتسامة	3	9	4	27
رضا	3	9	4	27
واطمئنان	3	9	4	27
…	3	9	4	27

ونهض	3	9	4	28
طومان	3	9	4	28
إلى	3	9	4	28
باب	3	9	4	28
الغرفة	3	9	4	28
ففتحه	3	9	4	28
،	3	9	4	28

فإذا	4	9	4	28
هو	3	9	4	28
وجها	3	9	4	28
لوجه	3	9	4	28
أمام	3	9	4	28
خاير	3	9	4	28
بن	3	9	4	28
ملباي	3	9	4	28
،	3	9	4	28

أما	3	9	4	28
خاير	3	9	4	28
فطأطأ	5	9	4	28
رأسه	3	9	4	28
خجلا	3	9	4	28
وأوفض	5	9	4	28
في	3	9	4	28
السير	3	9	4	28
،	3	9	4	28

وأما	3	9	4	28
طومان	3	9	4	28
فتمتم	3	9	4	28
في	3	9	4	28
غيظ	3	9	4	28
:	3	9	4	28
اذهب	3	9	4	28
حيث	3	9	4	28
شئت	3	9	4	28
،	3	9	4	28

فلا	3	9	4	28
بد	4	9	4	28
أن	3	9	4	28
نلتقي	3	9	4	28
يوما	3	9	4	28
…	3	9	4	28

ثم	3	9	4	29
أغلق	3	9	4	29
باب	3	9	4	29
الغرفة	3	9	4	29
وعاد	3	9	4	29
إلى	3	9	4	29
مجلسه	4	9	4	29
بين	3	9	4	29
يدي	3	9	4	29
أستاذه	3	9	4	29
جقمق	3	9	4	29
!	3	9	4	29

ومضى	5	9	4	30
الركب	5	9	4	30
لوجهه	3	9	4	30
وفيه	3	9	4	30
ملباي	3	9	4	30
الجركسي	3	9	4	30
وأولاده	3	9	4	30
الأربعة	3	9	4	30
،	3	9	4	30

وفيه	3	9	4	30
جاني	3	9	4	30
باي	3	9	4	30
وصحابته	3	9	4	30
من	3	9	4	30
أقارب	3	9	4	30
السلطان	3	9	4	30
،	3	9	4	30

ومعهم	3	9	4	30
مصرباي	3	9	4	30
.	3	9	4	30

وتبع	3	9	4	31
طومان	3	9	4	31
وخشقدم	3	9	4	31
مولاهما	3	9	4	31
في	3	9	4	31
الطريق	3	9	4	31
إلى	3	9	4	31
قلعة	3	9	4	31
حلب	3	9	4	31
،	3	9	4	31

حيث	3	9	4	31
كان	3	9	4	31
نائبها	3	9	4	31
قنصوه	3	9	4	31
الغوري	3	9	4	31
ينتظر	3	9	4	31
…	3	9	4	31

ومثل	5	9	4	31
طومان	3	9	4	31
وصاحبه	3	9	4	31
بين	3	9	4	31
يدي	3	9	4	31
نائب	3	9	4	31
القلعة	3	9	4	31
،	3	9	4	31

وأحنى	5	9	4	31
طومان	3	9	4	31
رأسه	3	9	4	31
تأدبا	3	9	4	31
وفي	3	9	4	31
عينيه	3	9	4	31
ذبول	5	9	4	31
وانكسار	3	9	4	31
!	3	9	4	31

وقال	3	9	4	32
الغوري	3	9	4	32
وعلى	3	9	4	32
شفتيه	3	9	4	32
ابتسامة	3	9	4	32
رقيقة	3	9	4	32
:	3	9	4	32
ادن	3	9	4	32
يا	3	9	4	32
غلام	3	9	4	32
!	3	9	4	32

وربت	3	9	4	33
على	3	9	4	33
خده	3	9	4	33
بيد	3	9	4	33
ناعمة	3	9	4	33
بضة	5	9	4	33
،	3	9	4	33

ثم	3	9	4	33
دعاه	3	9	4	33
إلى	3	9	4	33
الجلوس	3	9	4	33
بين	3	9	4	33
يديه	3	9	4	33
وعيناه	3	9	4	33
تسرحان	3	9	4	33
في	3	9	4	33
محاسن	3	9	4	33
وجهه	3	9	4	33
الدقيق	3	9	4	33
الفاتن	3	9	4	33
…	3	9	4	33

قال	3	9	4	34
جقمق	3	9	4	34
:	3	9	4	34
إن	3	9	4	34
في	3	9	4	34
إهاب	5	9	4	34
هذا	3	9	4	34
الفتى	3	9	4	34
يا	3	9	4	34
قنصوه	3	9	4	34
فارسا	3	9	4	34
لا	3	9	4	34
يغالب	4	9	4	34
،	3	9	4	34

وإن	3	9	4	34
بين	3	9	4	34
جنبيه	3	9	4	34
قلب	3	9	4	34
رجل	3	9	4	34
كبير	3	9	4	34
وفي	3	9	4	34
أنفه	5	9	4	34
حمية	4	9	4	34
،	3	9	4	34

فلا	3	9	4	34
يشغلك	4	9	4	34
منه	3	9	4	34
منظر	3	9	4	34
عن	3	9	4	34
مخبر	5	9	4	34
!	3	9	4	34

أما	3	9	4	34
هذا	3	9	4	34
الفتى	3	9	4	34
الرومي	4	9	4	34
…	3	9	4	34

قال	3	9	4	35
قنصوه	3	9	4	35
ضاحكا	3	9	4	35
:	3	9	4	35
حسبك	5	9	4	35
يا	3	9	4	35
جقمق	3	9	4	35
،	3	9	4	35

فقد	3	9	4	35
فهمت	3	9	4	35
كل	3	9	4	35
ما	3	9	4	35
تعنيه	3	9	4	35
،	3	9	4	35

ولكن	3	9	4	35
أين	3	9	4	35
الجارية	3	9	4	35
؟	3	9	4	35

قال	3	9	4	36
جقمق	3	9	4	36
:	3	9	4	36
وما	3	9	4	36
حاجتك	3	9	4	36
أنت	3	9	4	36
إلى	3	9	4	36
الجارية	3	9	4	36
؟	3	9	4	36

لقد	3	9	4	36
ذهب	3	9	4	36
بها	3	9	4	36
صديقي	3	9	4	36
جاني	3	9	4	36
باي	3	9	4	36
إلى	3	9	4	36
القاهرة	3	9	4	36
،	3	9	4	36

حيث	3	9	4	36
يجد	3	9	4	36
من	3	9	4	36
يغالي	5	9	4	36
بثمنها	5	9	4	36
أضعاف	3	9	4	36
ما	3	9	4	36
يجد	3	9	4	36
في	3	9	4	36
حلب	3	9	4	36
أو	3	9	4	36
دمشق	3	9	4	36
.	3	9	4	36

قال	3	9	4	37
الغوري	3	9	4	37
:	3	9	4	37
لقد	3	9	4	37
أذكرتني	5	9	4	37
…	3	9	4	37

ثم	3	9	4	38
مد	3	9	4	38
إليه	3	9	4	38
يده	3	9	4	38
بصرة	4	9	4	38
فيها	4	9	4	38
دنانير	3	9	4	38
،	3	9	4	38

فتناولها	3	9	4	38
من	3	9	4	38
يده	3	9	4	38
وهو	3	9	4	38
يصطنع	4	9	4	38
الإباء	4	9	4	38
،	3	9	4	38

ودسها	4	9	4	38
في	3	9	4	38
جيبه	3	9	4	38
.	3	9	4	38

ودخل	3	9	4	39
حاجبه	5	9	4	39
يؤذنه	4	9	4	39
بمقدم	5	9	4	39
صاحب	3	9	4	39
البريد	3	9	4	39
من	3	9	4	39
القاهرة	3	9	4	39
،	3	9	4	39

فنهض	3	9	4	39
جقمق	3	9	4	39
يتهيأ	3	9	4	39
للانصراف	3	9	4	39
،	3	9	4	39

وصحب	3	9	4	39
الحاجب	5	9	4	39
الغلامين	3	9	4	39
إلى	3	9	4	39
الطبقة	3	9	4	39
،	3	9	4	39

وخلا	4	9	4	39
المجلس	4	9	4	39
للغوري	3	9	4	39
.	3	9	4	39

وفض	4	9	4	40
غلاف	3	9	4	40
الرسالة	3	9	4	40
التي	3	9	4	40
جاء	3	9	4	40
بها	3	9	4	40
البريد	3	9	4	40
وراح	3	9	4	40
يقرؤها	3	9	4	40
باهتمام	3	9	4	40
،	3	9	4	40

ثم	3	9	4	40
رفع	3	9	4	40
عنها	3	9	4	40
عينيه	3	9	4	40
وهو	3	9	4	40
يقول	3	9	4	40
وعلى	3	9	4	40
شفتيه	3	9	4	40
ابتسامته	3	9	4	40
:	3	9	4	40
الصبر	3	9	4	40
يا	3	9	4	40
قنصوه	3	9	4	40
حتى	3	9	4	40
يتفانى	4	9	4	40
أعداؤك	3	9	4	40
ويأكل	3	9	4	40
بعضهم	3	9	4	40
بعضا	3	9	4	40
،	3	9	4	40

وحينئذ	4	9	4	40
يخلو	4	9	4	40
لك	3	9	4	40
الميدان	3	9	4	40
.	3	9	4	40

الفصل	3	9	2	0
الثاني	3	9	2	0

في	3	9	2	1
بلاد	3	9	2	1
الروم	3	9	2	1

كان	4	9	2	2
خان	4	9	2	2
يونس	3	9	2	2
الرومي	3	9	2	2
في	3	9	2	2
ظاهر	5	9	2	2
مدينة	3	9	2	2
قيسارية	3	9	2	2
من	3	9	2	2
بلاد	3	9	2	2
الروم	3	9	2	2
ملتقى	4	9	2	2
لكثير	3	9	2	2
من	3	9	2	2
تجار	3	9	2	2
المشرق	3	9	2	2
؛	3	9	2	2

فقد	3	9	2	2
كان	3	9	2	2
على	3	9	2	2
طريق	3	9	2	2
الغادي	5	9	2	2
والرائح	4	9	2	2
—	3	9	2	2
من	3	9	2	2
هؤلاء	3	9	2	2
التجار	3	9	2	2
—	3	9	2	2
إلى	3	9	2	2
حلب	3	9	2	2
ودمشق	3	9	2	2
والقاهرة	3	9	2	2
،	3	9	2	2

أو	3	9	2	2
إلى	3	9	2	2
أرمينية	3	9	2	2
وبلاد	3	9	2	2
الكرج	3	9	2	2
وما	3	9	2	2
وراء	3	9	2	2
الجبال	3	9	2	2
،	3	9	2	2

يأوون	3	9	2	2
إليه	3	9	2	2
في	3	9	2	2
ذهابهم	3	9	2	2
،	3	9	2	2

وفي	3	9	2	2
معادهم	5	9	2	2
،	3	9	2	2

يلتمسون	4	9	2	2
الغذاء	3	9	2	2
والدفء	3	9	2	2
والمأوى	4	9	2	2
،	3	9	2	2

وكان	3	9	2	2
يونس	3	9	2	2
الرومي	3	9	2	2
—	3	9	2	2
صاحب	3	9	2	2
ذلك	4	9	2	2
الخان	4	9	2	2
—	3	9	2	2
مستودع	4	9	2	2
أسرار	3	9	2	2
هؤلاء	3	9	2	2
النزلاء	4	9	2	2
جميعا	3	9	2	2
؛	3	9	2	2

فإنه	3	9	2	2
ليعرفهم	3	9	2	2
ويعرفونه	3	9	2	2
منذ	3	9	2	2
سنين	3	9	2	2
بعيدة	3	9	2	2
،	3	9	2	2

وكثيرا	3	9	2	2
ما	3	9	2	2
كان	3	9	2	2
واسطة	4	9	2	2
تعارف	3	9	2	2
بين	3	9	2	2
بعضهم	3	9	2	2
وبعض	3	9	2	2
،	3	9	2	2

وكثيرا	3	9	2	2
ما	3	9	2	2
ربط	3	9	2	2
بينهم	3	9	2	2
روابط	4	9	2	2
تجارية	3	9	2	2
وعقد	3	9	2	2
صفقات	4	9	2	2
رابحة	3	9	2	2
…	3	9	2	2

وكان	3	9	2	3
أبو	3	9	2	3
الريحان	3	9	2	3
الخوارزمي	3	9	2	3
من	3	9	2	3
رواد	4	9	2	3
ذلك	4	9	2	3
الخان	4	9	2	3
،	3	9	2	3

يأوي	3	9	2	3
إليه	3	9	2	3
بغلمانه	3	9	2	3
ذاهبا	3	9	2	3
وآيبا	4	9	2	3
،	3	9	2	3

ويفضل	5	9	2	3
على	3	9	2	3
الخان	4	9	2	3
وصاحبه	4	9	2	3
من	3	9	2	3
معروفه	5	9	2	3
وبذله	4	9	2	3
؛	3	9	2	3

فقد	3	9	2	3
كان	3	9	2	3
من	3	9	2	3
أغنى	3	9	2	3
تجار	3	9	2	3
الرقيق	4	9	2	3
في	3	9	2	3
شرق	3	9	2	3
بلاد	3	9	2	3
الروم	3	9	2	3
وغربها	3	9	2	3
،	3	9	2	3

وكانت	3	9	2	3
تجارته	3	9	2	3
هذه	3	9	2	3
تكفل	4	9	2	3
له	3	9	2	3
من	3	9	2	3
الربح	3	9	2	3
ما	3	9	2	3
لا	3	9	2	3
يحسب	3	9	2	3
معه	3	9	2	3
حسابا	3	9	2	3
لنفقاته	4	9	2	3
…	3	9	2	3

على	3	9	2	3
أن	3	9	2	3
يونس	3	9	2	3
الرومي	3	9	2	3
لم	3	9	2	3
يكن	3	9	2	3
يستريح	3	9	2	3
إلى	3	9	2	3
الخوارزمي	3	9	2	3
أو	3	9	2	3
يطمئن	3	9	2	3
إلى	3	9	2	3
رؤيته	4	9	2	3
؛	3	9	2	3

فقد	3	9	2	3
كان	3	9	2	3
إلى	3	9	2	3
بذله	4	9	2	3
ومعروفه	5	9	2	3
فظا	3	9	2	3
غليظ	3	9	2	3
القلب	3	9	2	3
فيه	3	9	2	3
قساوة	3	9	2	3
وجفاء	4	9	2	3
،	3	9	2	3

ولم	3	9	2	3
يكن	3	9	2	3
أحد	3	9	2	3
غير	3	9	2	3
يونس	3	9	2	3
الرومي	3	9	2	3
يعرف	3	9	2	3
أنه	3	9	2	3
ليس	3	9	2	3
تاجرا	3	9	2	3
من	3	9	2	3
تجار	3	9	2	3
الرقيق	4	9	2	3
بالمعنى	3	9	2	3
الذي	3	9	2	3
يفهمه	3	9	2	3
عملاؤه	4	9	2	3
،	3	9	2	3

ولكنه	3	9	2	3
نخاس	5	9	2	3
يسرق	3	9	2	3
أبناء	3	9	2	3
الحرائر	4	9	2	3
وبناتهم	3	9	2	3
من	3	9	2	3
أحضان	3	9	2	3
آبائهم	3	9	2	3
وأمهاتهم	3	9	2	3
؛	3	9	2	3

ليبيعهم	3	9	2	3
في	3	9	2	3
أسواق	3	9	2	3
الرقيق	4	9	2	3
،	3	9	2	3

ويزعم	4	9	2	3
أنه	3	9	2	3
يشتريهم	3	9	2	3
من	3	9	2	3
عملائه	4	9	2	3
في	3	9	2	3
أران	3	9	2	3
،	3	9	2	3

وكرمان	3	9	2	3
،	3	9	2	3

وخوارزم	3	9	2	3
…	3	9	2	3

ففي	3	9	2	4
ليلة	3	9	2	4
من	3	9	2	4
ليالي	3	9	2	4
الربيع	3	9	2	4
،	3	9	2	4

بينما	3	9	2	4
كان	3	9	2	4
يونس	3	9	2	4
يتهيأ	3	9	2	4
للنوم	3	9	2	4
بعد	3	9	2	4
أن	3	9	2	4
أدى	3	9	2	4
ما	3	9	2	4
عليه	3	9	2	4
للنزلاء	4	9	2	4
من	3	9	2	4
حق	3	9	2	4
،	3	9	2	4

وأغلق	3	9	2	4
باب	3	9	2	4
الخان	4	9	2	4
،	3	9	2	4

سمع	3	9	2	4
طرقا	5	9	2	4
على	3	9	2	4
الباب	3	9	2	4
،	3	9	2	4

فأزاح	3	9	2	4
الغطاء	3	9	2	4
عن	3	9	2	4
جسده	3	9	2	4
،	3	9	2	4

وحمل	3	9	2	4
شمعة	3	9	2	4
موقدة	5	9	2	4
في	3	9	2	4
يده	3	9	2	4
،	3	9	2	4

وقصد	3	9	2	4
إلى	3	9	2	4
الباب	3	9	2	4
ليرى	3	9	2	4
من	3	9	2	4
ذلك	3	9	2	4
الطارق	3	9	2	4
بليل	3	9	2	4
…	3	9	2	4

وكان	3	9	2	4
الطارق	3	9	2	4
أبا	3	9	2	4
الريحان	3	9	2	4
الخوارزمي	3	9	2	4
،	3	9	2	4

وفي	3	9	2	4
يديه	3	9	2	4
فتى	3	9	2	4
وفتاة	3	9	2	4
يجرهما	3	9	2	4
جرا	3	9	2	4
في	3	9	2	4
قسوة	3	9	2	4
وغلظة	5	9	2	4
،	3	9	2	4

فما	3	9	2	4
كاد	4	9	2	4
ينفتح	4	9	2	4
له	3	9	2	4
باب	3	9	2	4
الخان	4	9	2	4
حتى	3	9	2	4
دفع	3	9	2	4
أمامه	3	9	2	4
الفتى	3	9	2	4
والفتاة	3	9	2	4
ودخل	3	9	2	4
وراءهما	3	9	2	4
،	3	9	2	4

ثم	3	9	2	4
جلس	3	9	2	4
وجلسا	3	9	2	4
بين	3	9	2	4
يديه	3	9	2	4
صامتين	3	9	2	4
،	3	9	2	4

يتبادلان	3	9	2	4
نظرات	3	9	2	4
حزينة	3	9	2	4
فيها	3	9	2	4
انكسار	3	9	2	4
وخوف	3	9	2	4
،	3	9	2	4

على	3	9	2	4
حين	3	9	2	4
ارتفع	3	9	2	4
صوت	3	9	2	4
أبي	3	9	2	4
الريحان	3	9	2	4
خشنا	3	9	2	4
جافيا	5	9	2	4
يقول	3	9	2	4
ليونس	3	9	2	4
:	3	9	2	4
ما	3	9	2	4
لك	3	9	2	4
واقفا	3	9	2	4
كذلك	3	9	2	4
كأنما	3	9	2	4
أصابك	3	9	2	4
المسخ	3	9	2	4
؟	3	9	2	4

اذهب	3	9	2	4
فهيئ	3	9	2	4
لنا	3	9	2	4
عشاء	3	9	2	4
طيبا	3	9	2	4
وفراشا	3	9	2	4
وطيئا	4	9	2	4
،	3	9	2	4

إنني	3	9	2	4
وهذين	3	9	2	4
الخبيثين	3	9	2	4
لم	3	9	2	4
نذق	3	9	2	4
طعم	3	9	2	4
الغمض	5	9	2	4
منذ	3	9	2	4
ثلاث	3	9	2	4
،	3	9	2	4

ولم	3	9	2	4
نطعم	3	9	2	4
شيئا	3	9	2	4
منذ	3	9	2	4
أمس	3	9	2	4
!	3	9	2	4

ورفت	5	9	2	5
على	3	9	2	5
شفتي	3	9	2	5
الفتاة	3	9	2	5
ابتسامة	3	9	2	5
خابية	5	9	2	5
وهمت	4	9	2	5
أن	3	9	2	5
تقول	3	9	2	5
شيئا	3	9	2	5
ثم	3	9	2	5
أمسكت	3	9	2	5
،	3	9	2	5

وقال	3	9	2	5
الفتى	3	9	2	5
متحديا	5	9	2	5
وفي	3	9	2	5
عينيه	3	9	2	5
بريق	3	9	2	5
العزم	4	9	2	5
والفتوة	5	9	2	5
:	3	9	2	5
أما	3	9	2	5
أنا	3	9	2	5
فلن	3	9	2	5
أطعم	3	9	2	5
شيئا	3	9	2	5
من	3	9	2	5
الزاد	4	9	2	5
حتى	3	9	2	5
تنبئني	3	9	2	5
أين	3	9	2	5
تذهب	3	9	2	5
بنا	3	9	2	5
!	3	9	2	5

فصرت	5	9	2	6
أسنان	3	9	2	6
الخوارزمي	3	9	2	6
في	3	9	2	6
غيظ	3	9	2	6
،	3	9	2	6

ثم	3	9	2	6
اصطنع	4	9	2	6
الهدوء	3	9	2	6
والرفق	3	9	2	6
وقال	3	9	2	6
في	3	9	2	6
صوت	3	9	2	6
ناعم	3	9	2	6
:	3	9	2	6
ويحك	4	9	2	6
يا	3	9	2	6
غلام	3	9	2	6
!	3	9	2	6

انظر	3	9	2	6
إلى	3	9	2	6
مصرباي	3	9	2	6
الجميلة	3	9	2	6
الهادئة	3	9	2	6
،	3	9	2	6

لقد	3	9	2	6
كنت	3	9	2	6
أحسبك	3	9	2	6
أعقل	3	9	2	6
منها	3	9	2	6
وأكثر	3	9	2	6
إدراكا	4	9	2	6
لحقيقة	3	9	2	6
الحال	3	9	2	6
،	3	9	2	6

أفلم	3	9	2	6
أنبئك	3	9	2	6
…	3	9	2	6
؟	3	9	2	6

قال	3	9	2	7
الفتى	3	9	2	7
معاندا	3	9	2	7
:	3	9	2	7
نعم	3	9	2	7
،	3	9	2	7

ولست	3	9	2	7
أريد	3	9	2	7
إلا	3	9	2	7
أن	3	9	2	7
أرجع	3	9	2	7
إلى	3	9	2	7
أمي	3	9	2	7
…	3	9	2	7

فربت	3	9	2	8
أبو	3	9	2	8
الريحان	3	9	2	8
على	3	9	2	8
كتفه	3	9	2	8
حانيا	5	9	2	8
وهو	3	9	2	8
يقول	3	9	2	8
:	3	9	2	8
حسبك	5	9	2	8
يا	3	9	2	8
طومان	3	9	2	8
ولا	3	9	2	8
تذكر	3	9	2	8
أمك	3	9	2	8
،	3	9	2	8

فما	3	9	2	8
أظنك	3	9	2	8
تراها	3	9	2	8
بعد	3	9	2	8
.	3	9	2	8

إنك	3	9	2	8
منذ	3	9	2	8
اليوم	3	9	2	8
لست	3	9	2	8
ابن	3	9	2	8
نوركلدي	3	9	2	8
،	3	9	2	8

ولا	3	9	2	8
أبوك	3	9	2	8
هو	3	9	2	8
أركماس	3	9	2	8
…	3	9	2	8

انس	3	9	2	8
ذلك	3	9	2	8
كله	3	9	2	8
كأن	3	9	2	8
لم	3	9	2	8
يكن	3	9	2	8
،	3	9	2	8

فما	3	9	2	8
وراء	3	9	2	8
التذكر	3	9	2	8
إلا	3	9	2	8
الألم	3	9	2	8
والندم	3	9	2	8
…	3	9	2	8

وليس	3	9	2	8
إلى	3	9	2	8
ما	3	9	2	8
فات	3	9	2	8
من	3	9	2	8
سبيل	3	9	2	8
،	3	9	2	8

فهيئ	3	9	2	8
نفسك	3	9	2	8
لغدك	3	9	2	8
،	3	9	2	8

يوم	3	9	2	8
تصير	3	9	2	8
مملوكا	3	9	2	8
في	3	9	2	8
حاشية	4	9	2	8
السلطان	3	9	2	8
قايتباي	3	9	2	8
،	3	9	2	8

أو	3	9	2	8
أميرا	3	9	2	8
من	3	9	2	8
أمراء	3	9	2	8
جنده	3	9	2	8
!	3	9	2	8
…	3	9	2	8

قالت	3	9	2	9
الفتاة	3	9	2	9
باسمة	3	9	2	9
:	3	9	2	9
يا	3	9	2	9
عم	3	9	2	9
…	3	9	2	9

قال	3	9	2	10
الخوارزمي	3	9	2	10
غاضبا	3	9	2	10
:	3	9	2	10
ماذا	3	9	2	10
؟	3	9	2	10

حسبتك	3	9	2	10
قد	3	9	2	10
فهمت	3	9	2	10
كل	3	9	2	10
ما	3	9	2	10
هنالك	3	9	2	10
فلن	3	9	2	10
تعودي	3	9	2	10
إلى	3	9	2	10
ذلك	3	9	2	10
الحديث	3	9	2	10
،	3	9	2	10

أفلا	3	9	2	10
يرضيك	3	9	2	10
أن	3	9	2	10
تكوني	3	9	2	10
غدا	3	9	2	10
سلطانة	3	9	2	10
على	3	9	2	10
عرش	3	9	2	10
مصر	3	9	2	10
؟	3	9	2	10
!	3	9	2	10

وعاد	3	9	2	11
يونس	3	9	2	11
الرومي	3	9	2	11
يحمل	3	9	2	11
إلى	3	9	2	11
نزلائه	4	9	2	11
طعام	3	9	2	11
العشاء	3	9	2	11
،	3	9	2	11

فكفت	3	9	2	11
الفتاة	3	9	2	11
عن	3	9	2	11
الحديث	3	9	2	11
،	3	9	2	11

وكف	3	9	2	11
الفتى	3	9	2	11
،	3	9	2	11

وأقبل	4	9	2	11
أبو	3	9	2	11
الريحان	3	9	2	11
على	4	9	2	11
طعامه	3	9	2	11
لا	3	9	2	11
يعنيه	3	9	2	11
من	3	9	2	11
أمر	3	9	2	11
أحد	3	9	2	11
شيء	3	9	2	11
